valor,prediccion,valor_real,error,error_promedio,desviacion_estandar,error_relativo_porcentual
0,10.448953,13.301250000000001,-2.8522973251342787,7.493921263217926,4.7416733608637704,21.443829152405065
0,18.929289,12.9585,5.970788864135741,7.493921263217926,4.7416733608637704,46.07623462696871
0,13.446788,12.6945,0.7522878341674808,7.493921263217926,4.7416733608637704,5.9260926713732776
0,18.942974,12.3585,6.5844740905761725,7.493921263217926,4.7416733608637704,53.278909985646905
0,17.221395,12.053249999999998,5.1681454925537125,7.493921263217926,4.7416733608637704,42.87760971151941
0,23.664335,11.85525,11.809085250854492,7.493921263217926,4.7416733608637704,99.61059657834707
0,17.31113,11.7165,5.594630523681641,7.493921263217926,4.7416733608637704,47.75001513832323
0,14.154092,11.56275,2.5913418350219732,7.493921263217926,4.7416733608637704,22.41112049488204
0,17.646173,11.403749999999999,6.242423477172853,7.493921263217926,4.7416733608637704,54.74009406706437
0,23.864756,11.265749999999999,12.599005630493165,7.493921263217926,4.7416733608637704,111.8345927301171
0,14.773714,11.17275,3.600964065551757,7.493921263217926,4.7416733608637704,32.22988132332467
0,25.901535,11.08275,14.818785034179687,7.493921263217926,4.7416733608637704,133.71036100408008
0,25.320288,11.0745,14.245787704467773,7.493921263217926,4.7416733608637704,128.6359447782543
0,18.410862,11.208,7.20286196899414,7.493921263217926,4.7416733608637704,64.26536374905551
0,20.805431,11.334000000000001,9.471431365966795,7.493921263217926,4.7416733608637704,83.56653755043934
0,21.80143,11.403,10.398429748535156,7.493921263217926,4.7416733608637704,91.19029859278396
1,9.918766,12.9585,-3.039733978271485,7.023112715244293,4.503397478358586,23.457452469587416
1,18.567093,12.6945,5.872592895507813,7.023112715244293,4.503397478358586,46.26092319908474
1,13.207458,12.3585,0.8489575424194342,7.023112715244293,4.503397478358586,6.869422198644126
1,18.869179,12.053249999999998,6.815928771972658,7.023112715244293,4.503397478358586,56.5484725860051
1,16.998789,11.85525,5.143538833618164,7.023112715244293,4.503397478358586,43.38616928042989
1,23.168417,11.7165,11.451916976928711,7.023112715244293,4.503397478358586,97.74179129372006
1,16.962412,11.56275,5.399661880493165,7.023112715244293,4.503397478358586,46.69876872277931
1,13.377272,11.403749999999999,1.973521652221681,7.023112715244293,4.503397478358586,17.305900710044337
1,17.057644,11.265749999999999,5.7918938903808606,7.023112715244293,4.503397478358586,51.41152511267214
1,23.081394,11.17275,11.90864419555664,7.023112715244293,4.503397478358586,106.58650910077321
1,14.069489,11.08275,2.9867385253906242,7.023112715244293,4.503397478358586,26.949435161766022
1,25.00682,11.0745,13.932320678710937,7.023112715244293,4.503397478358586,125.80541495066086
1,24.255932,11.208,13.047931854248047,7.023112715244293,4.503397478358586,116.41623710071418
1,17.461178,11.334000000000001,6.127177825927733,7.023112715244293,4.503397478358586,54.060153749141804
1,20.01544,11.403,8.612439987182617,7.023112715244293,4.503397478358586,75.52784343753939
1,20.905304,11.4885,9.416803955078125,7.023112715244293,4.503397478358586,81.96721900229034
2,9.399275,12.6945,-3.295225173950195,6.532931063652039,4.289335026468857,25.957896521723544
2,18.227827,12.3585,5.869327072143555,6.532931063652039,4.289335026468857,47.49222860495655
2,12.986196,12.053249999999998,0.9329455642700211,6.532931063652039,4.289335026468857,7.740199234812363
2,18.780233,11.85525,6.924983383178711,6.532931063652039,4.289335026468857,58.412799250785184
2,16.738932,11.7165,5.022431655883789,6.532931063652039,4.289335026468857,42.86631379579046
2,22.66251,11.56275,11.099759918212891,6.532931063652039,4.289335026468857,95.99584803107298
2,16.582094,11.403749999999999,5.178344192504884,6.532931063652039,4.289335026468857,45.40913464873296
2,12.625553,11.265749999999999,1.3598031311035168,6.532931063652039,4.289335026468857,12.070240606293561
2,16.469448,11.17275,5.296698089599609,6.532931063652039,4.289335026468857,47.407290860348695
2,22.302109,11.08275,11.219358764648437,6.532931063652039,4.289335026468857,101.23262515755059
2,13.406583,11.0745,2.3320828323364253,6.532931063652039,4.289335026468857,21.058132036086732
2,24.090069,11.208,12.882068817138672,6.532931063652039,4.289335026468857,114.9363741714728
2,23.17215,11.334000000000001,11.838149658203124,6.532931063652039,4.289335026468857,104.448117683105
2,16.489851,11.403,5.086850997924804,6.532931063652039,4.289335026468857,44.609760571119914
2,19.232178,11.4885,7.743677734375,6.532931063652039,4.289335026468857,67.40373185685685
2,20.00494,11.55975,8.445190032958985,6.532931063652039,4.289335026468857,73.05685705105202
3,8.891172,12.3585,-3.467327590942382,6.014266750335693,4.1058224824183585,28.05621710516958
3,17.913157,12.053249999999998,5.859906509399416,6.014266750335693,4.1058224824183585,48.61681711902944
3,12.784504,11.85525,0.9292539367675783,6.014266750335693,4.1058224824183585,7.838332694524183
3,18.678135,11.7165,6.961634918212891,6.014266750335693,4.1058224824183585,59.41735943509487
3,16.452978,11.56275,4.890228134155274,6.014266750335693,4.1058224824183585,42.2929505018726
3,22.15201,11.403749999999999,10.748259963989259,6.014266750335693,4.1058224824183585,94.25197820005928
3,16.184473,11.265749999999999,4.918723037719728,6.014266750335693,4.1058224824183585,43.660857357208606
3,11.904187,11.17275,0.7314372024536127,6.014266750335693,4.1058224824183585,6.546617461713657
3,15.894139,11.08275,4.811389289855956,6.014266750335693,4.1058224824183585,43.41331609804386
3,21.534218,11.0745,10.459717834472656,6.014266750335693,4.1058224824183585,94.44866887419437
3,12.788943,11.208,1.580943290710449,6.014266750335693,4.1058224824183585,14.105489745810573
3,23.171577,11.334000000000001,11.83757745361328,6.014266750335693,4.1058224824183585,104.4430691160515
