valor,prediccion,valor_real,error,error_promedio,desviacion_estandar,error_relativo_porcentual
0,26.904434,26.388,0.5164342041015608,0.5164342041015608,0.0,1.9570797487553464
1,26.755964,27.132,-0.37603572082519676,0.37603572082519676,0.0,1.385949140591172
2,28.462173,25.044,3.418173461914062,3.418173461914062,0.0,13.648672184611332
3,27.136374,28.068,-0.9316264801025405,0.9316264801025405,0.0,3.3191765715495953
4,29.405321,28.896,0.5093211212158195,0.5093211212158195,0.0,1.7626007794013687
5,28.313417,30.108,-1.7945825653076177,1.7945825653076177,0.0,5.960484141449507
6,28.866549,31.404,-2.537451461791992,2.537451461791992,0.0,8.080026308088115
7,30.176025,30.108,0.06802539062499946,0.06802539062499946,0.0,0.22593792555134667
8,30.75007,28.08,2.6700705718994158,2.6700705718994158,0.0,9.508798332975129
9,31.448442,30.096,1.3524424591064452,1.3524424591064452,0.0,4.493761493575376
10,31.980543,32.028,-0.047456863403319005,0.047456863403319005,0.0,0.14817304671949236
11,31.28503,34.296,-3.010969635009765,3.010969635009765,0.0,8.779360960490335
12,32.629536,31.656,0.9735356750488293,0.9735356750488293,0.0,3.0753590947966556
13,34.052612,30.864,3.1886123046874992,3.1886123046874992,0.0,10.331169986675413
14,34.216393,30.192,4.024392517089844,4.024392517089844,0.0,13.329333986121632
15,33.00949,30.048,2.9614909667968767,2.9614909667968767,0.0,9.855867168519957
16,32.65648,30.672,1.984478881835937,1.984478881835937,0.0,6.470001570930936
17,31.951632,31.332,0.6196315460205071,0.6196315460205071,0.0,1.9776316418374411
18,31.501556,29.268,2.2335563964843743,2.2335563964843743,0.0,7.631394001928298
19,31.162773,29.676,1.4867731323242204,1.4867731323242204,0.0,5.010018642418858
20,30.584637,26.364,4.220636688232421,4.220636688232421,0.0,16.00909076100903
21,28.928062,22.992,5.936062438964843,5.936062438964843,0.0,25.81794728151028
22,27.712097,22.068,5.644097167968749,5.644097167968749,0.0,25.57593423948137
23,25.505768,21.936,3.569767822265625,3.569767822265625,0.0,16.273558635419516
24,23.150873,22.884,0.2668731842041012,0.2668731842041012,0.0,1.166199896015125
25,22.246157,21.12,1.1261566925048818,1.1261566925048818,0.0,5.33218130920872
26,21.328365,18.852,2.476365325927734,2.476365325927734,0.0,13.135822861912445
27,20.595638,19.584,1.0116382751464847,1.0116382751464847,0.0,5.165636617373799
28,19.496035,19.908,-0.41196537780761844,0.41196537780761844,0.0,2.06934588008649
29,18.770695,19.608,-0.8373052673339849,0.8373052673339849,0.0,4.27022270162171
30,19.165895,20.736,-1.5701045379638678,1.5701045379638678,0.0,7.571877594347357
31,19.508621,17.664,1.844621215820311,1.844621215820311,0.0,10.442828441011724
32,19.272882,18.66,0.6128824615478514,0.6128824615478514,0.0,3.28447192683736
33,19.626108,18.372,1.2541081695556642,1.2541081695556642,0.0,6.826192954254649
34,18.692226,17.904,0.7882264099121095,0.7882264099121095,0.0,4.402515694325902
35,19.00246,18.312,0.690460479736327,0.690460479736327,0.0,3.7705356036278226
36,19.186258,16.836,2.3502583160400405,2.3502583160400405,0.0,13.9597191496795
37,18.948101,15.672,3.2761010437011713,3.2761010437011713,0.0,20.904166945515385
38,19.03019,17.88,1.1501895141601572,1.1501895141601572,0.0,6.432827260403565
39,18.740206,17.136,1.6042057647705086,1.6042057647705086,0.0,9.36161160580362
40,18.715002,16.428,2.2870020599365226,2.2870020599365226,0.0,13.921366325398846
41,19.653116,15.588,4.06511622619629,4.06511622619629,0.0,26.078497730281562
42,19.541765,16.512,3.029765213012695,3.029765213012695,0.0,18.34886878035789
43,19.455492,26.748,-7.292507980346681,7.292507980346681,0.0,27.263750487313743
44,27.187191,27.912,-0.7248089904785147,0.7248089904785147,0.0,2.596764798217665
